iam_role_name,role_owner
role-1107,#N/A
role-1108,#N/A
role-1108,user-5734
role-1109,#N/A
role-1109,user-5734
role-1110,user-5786
role-1111,user-4948
role-1112,user-4748
role-1113,user-156
role-1113,user-60
role-1114,#N/A
role-1114,user-5821
role-1114,user-1966
role-1114,user-3981
role-1114,user-1294
role-1115,#N/A
role-1116,user-4378
role-1116,user-6728
role-1117,#N/A
role-1118,#N/A
role-1119,#N/A
role-1120,#N/A
role-1121,#N/A
role-1122,#N/A
role-1123,#N/A
role-1124,#N/A
role-1125,#N/A
role-1126,#N/A
role-1127,#N/A
role-1128,user-1737
role-1128,user-3403
role-1128,user-3592
role-1129,#N/A
role-1129,user-490
role-1130,user-2506
role-1130,user-3403
role-1130,user-1737
role-1131,user-4220
role-1131,#N/A
role-1132,user-1737
role-1132,user-3403
role-1132,user-3592
role-1133,user-3793
role-1133,user-3775
role-1134,user-3793
role-1134,user-3755
role-1134,user-402
role-1135,user-3793
role-1135,user-3755
role-1135,user-402
role-1136,user-2506
role-1136,user-3403
role-1136,user-1737
role-1137,user-2506
role-1137,user-3403
role-1137,user-3592
role-1138,user-2506
role-1138,user-3403
role-1138,user-3592
role-1139,user-1737
role-1139,user-3403
role-1139,user-3592
role-1140,user-2506
role-1140,user-3403
role-1140,user-3592
role-1140,user-1737
role-1141,user-2506
role-1141,user-2802
role-1141,user-3403
role-1141,user-3592
role-1142,user-2506
role-1142,user-3403
role-1142,user-1737
role-1143,user-2506
role-1143,user-3403
role-1143,user-3592
role-1143,user-1737
role-1144,user-2506
role-1144,user-3403
role-1144,user-1737
role-1145,user-4810
role-1145,user-5562
role-1146,user-2506
role-1146,user-1380
role-1146,user-3403
role-1146,user-6485
role-1147,user-2506
role-1147,user-3403
role-1147,user-3592
role-1148,user-6373
role-1149,user-2506
role-1149,user-3403
role-1149,user-1737
role-1150,user-2506
role-1150,user-3403
role-1150,user-1737
role-1151,user-2506
role-1151,user-3403
role-1151,user-3592
role-1152,user-2506
role-1152,user-3403
role-1152,user-1737
role-1153,user-2506
role-1153,user-2802
role-1153,user-3403
role-1153,user-1737
role-1154,user-5851
role-1154,user-897
role-1154,user-1069
role-1155,#N/A
role-1155,user-490
role-1156,#N/A
role-1156,user-490
role-1157,#N/A
role-1157,user-490
role-1158,#N/A
role-1158,user-490
role-1159,#N/A
role-1159,user-490
role-1160,#N/A
role-1160,user-490
role-1161,#N/A
role-1161,user-490
role-1162,#N/A
role-1162,user-490
role-1163,#N/A
role-1163,user-490
role-1164,#N/A
role-1164,user-490
role-1165,#N/A
role-1165,user-490
role-1166,#N/A
role-1166,user-490
role-1167,#N/A
role-1167,user-490
role-1168,#N/A
role-1168,user-490
role-1169,#N/A
role-1169,user-490
role-1170,#N/A
role-1170,user-490
role-1171,#N/A
role-1171,user-490
role-1172,#N/A
role-1172,user-490
role-1173,#N/A
role-1173,user-490
role-1174,#N/A
role-1174,user-490
role-1175,#N/A
role-1175,user-490
role-1176,#N/A
role-1176,user-490
role-1177,#N/A
role-1177,user-490
role-1178,#N/A
role-1178,user-490
role-1179,#N/A
role-1179,user-490
role-1180,#N/A
role-1180,user-490
role-1181,#N/A
role-1181,user-490
role-1182,user-3750
role-1182,user-4378
role-1182,user-3435
role-1183,user-6032
role-1183,#N/A
role-1184,user-3139
role-1184,user-3365
role-1184,user-634
role-1184,user-4326
role-1184,user-2543
role-1185,user-3139
role-1185,user-3365
role-1185,user-634
role-1185,user-4326
role-1185,user-2543
role-1186,user-3139
role-1186,user-3365
role-1186,user-634
role-1186,user-4326
role-1186,user-2543
role-1187,#N/A
role-1188,user-2164
role-1188,#N/A
role-1189,#N/A
role-1190,#N/A
role-1191,user-2164
role-1191,#N/A
role-1192,#N/A
role-1193,#N/A
role-1194,#N/A
role-1195,#N/A
role-1196,user-2164
role-1196,#N/A
role-1197,#N/A
role-1198,user-654
role-1198,#N/A
role-1199,user-228
role-1199,#N/A
role-1199,user-5773
role-1200,user-3750
role-1200,user-4378
role-1200,user-3435
role-1201,#N/A
role-1202,#N/A
role-1203,#N/A
role-1203,user-5164
role-1204,#N/A
role-1205,#N/A
role-1206,#N/A
role-1207,user-228
role-1207,#N/A
role-1207,user-5773
role-1208,#N/A
role-1209,#N/A
role-1210,#N/A
role-1211,#N/A
role-1212,#N/A
role-1213,#N/A
role-1214,#N/A
role-1215,#N/A
role-1216,user-4378
role-1216,user-6728
role-1217,user-1338
role-1217,user-6728
role-1217,user-4378
role-1218,user-3750
role-1218,user-4378
role-1218,user-3435
role-1219,user-4983
role-1219,user-6728
role-1220,user-4987
role-1220,#N/A
role-1221,#N/A
role-1222,#N/A
role-1223,#N/A
role-1224,user-136
role-1224,user-1210
role-1225,#N/A
role-1225,user-4309
role-1226,#N/A
role-1226,user-4309
role-1227,#N/A
role-1227,user-4309
role-1228,#N/A
role-1228,user-4309
role-1229,#N/A
role-1230,user-5848
role-1230,user-7048
role-1231,user-4387
role-1231,#N/A
role-1232,user-3234
role-1232,user-874
role-1233,user-4387
role-1233,#N/A
role-1234,#N/A
role-1234,user-4309
role-1235,#N/A
role-1235,user-4309
role-1236,#N/A
role-1236,user-4309
role-1237,#N/A
role-1237,user-4309
role-1238,user-6248
role-1238,#N/A
role-1239,user-410
role-1239,user-4969
role-1240,user-410
role-1240,user-3778
role-1241,user-410
role-1241,user-3778
role-1242,user-410
role-1242,user-3778
role-1243,user-410
role-1243,user-3778
role-1244,user-410
role-1244,user-3778
role-1245,user-4968
role-1245,#N/A
role-1246,#N/A
role-1247,#N/A
role-1248,#N/A
role-1249,#N/A
role-1250,#N/A
role-1251,#N/A
role-1252,#N/A
role-1253,user-4387
role-1253,#N/A
role-1254,#N/A
role-1255,#N/A
role-1256,#N/A
role-1257,#N/A
role-1258,#N/A
role-1259,#N/A
role-1260,user-6737
role-1260,#N/A
role-1261,#N/A
role-1262,#N/A
role-1263,#N/A
role-1264,#N/A
role-1265,#N/A
role-1266,user-6737
role-1266,#N/A
role-1267,#N/A
role-1268,#N/A
role-1269,#N/A
role-1270,#N/A
role-1271,#N/A
role-1272,#N/A
role-1273,#N/A
role-1274,#N/A
role-1275,#N/A
role-1276,#N/A
role-1277,#N/A
role-1278,#N/A
role-1279,#N/A
role-1280,#N/A
role-1281,#N/A
role-1282,#N/A
role-1283,#N/A
role-1284,#N/A
role-1285,#N/A
role-1286,#N/A
role-1287,user-1050
role-1287,user-2092
role-1288,user-3148
role-1288,user-2682
role-1289,user-3148
role-1289,user-2682
role-1290,user-4968
role-1290,#N/A
role-1291,user-5836
role-1291,#N/A
role-1292,#N/A
role-1293,#N/A
role-1294,#N/A
role-1295,#N/A
role-1296,#N/A
role-1297,#N/A
role-1298,user-6884
role-1298,#N/A
role-1299,user-4987
role-1299,#N/A
role-1300,user-1676
role-1300,#N/A
role-1301,#N/A
role-1302,#N/A
role-1303,#N/A
role-1303,user-5836
role-1304,#N/A
role-1304,user-5734
role-1305,#N/A
role-1306,#N/A
role-1307,#N/A
role-1308,#N/A
role-1309,#N/A
role-1309,user-6884
role-1310,#N/A
role-1311,#N/A
role-1312,#N/A
role-1313,#N/A
role-1314,#N/A
role-1315,#N/A
role-1315,user-5836
role-1316,#N/A
role-1316,user-5836
role-1317,#N/A
role-1318,#N/A
role-1318,user-4223
role-1319,#N/A
role-1320,user-4387
role-1320,user-5848
role-1321,#N/A
role-1322,user-4987
role-1322,#N/A
role-1323,#N/A
role-1324,user-2879
role-1324,#N/A
role-1325,#N/A
role-1326,#N/A
role-1327,#N/A
role-1328,#N/A
role-1329,#N/A
role-1330,#N/A
role-1331,#N/A
role-1331,user-5836
role-1332,#N/A
role-1333,#N/A
role-1334,#N/A
role-1335,user-2164
role-1335,#N/A
role-1336,#N/A
role-1337,user-2164
role-1337,#N/A
role-1338,#N/A
role-1339,#N/A
role-1340,#N/A
role-1341,#N/A
role-1342,user-2164
role-1342,#N/A
role-1343,#N/A
role-1344,#N/A
role-1345,user-2164
role-1345,#N/A
role-1346,user-2164
role-1346,#N/A
role-1347,#N/A
role-1348,user-2164
role-1348,#N/A
role-1349,#N/A
role-1350,#N/A
role-1350,user-4983
role-1351,#N/A
role-1352,user-6626
role-1353,user-6626
role-1354,user-4987
role-1354,#N/A
role-1355,#N/A
role-1355,user-5821
role-1355,user-1294
role-1356,user-3148
role-1356,user-2682
role-1357,user-1294
role-1357,user-5707
role-1357,user-5821
role-1358,user-2682
role-1358,user-5157
role-1358,user-2070
role-1359,#N/A
role-1359,user-5734
role-1360,#N/A
role-1360,user-5734
role-1361,user-3750
role-1361,user-4378
role-1361,user-3435
role-1362,#N/A
role-1363,#N/A
role-1364,#N/A
role-1365,#N/A
role-1366,#N/A
role-1367,#N/A
role-1368,#N/A
role-1369,#N/A
role-1370,#N/A
role-1371,user-1294
role-1371,user-5821
role-1372,#N/A
role-1373,#N/A
role-1374,#N/A
role-1374,user-5164
role-1375,user-1294
role-1375,user-5821
role-1375,#N/A
role-1375,user-3981
role-1376,#N/A
role-1377,#N/A
role-1378,#N/A
role-1378,user-2879
role-1379,#N/A
role-1380,#N/A
role-1381,#N/A
role-1382,#N/A
role-1383,#N/A
role-1384,user-4378
role-1384,user-6728
role-1385,user-1338
role-1385,user-6728
role-1385,user-4378
role-1386,#N/A
role-1387,#N/A
role-1388,#N/A
role-1389,user-1294
role-1389,user-5707
role-1389,user-5821
role-1390,#N/A
role-1390,user-7048
role-1391,#N/A
role-1392,#N/A
role-1393,#N/A
role-1394,#N/A
role-1395,#N/A
role-1395,user-4966
role-1396,user-2164
role-1396,#N/A
role-1397,user-2164
role-1397,#N/A
role-1398,#N/A
role-1399,#N/A
role-1400,#N/A
role-1401,#N/A
role-1402,#N/A
role-1403,#N/A
role-1404,#N/A
role-1405,#N/A
role-1406,#N/A
role-1407,#N/A
role-1407,user-490
role-1408,user-7058
role-1408,user-783
role-1409,user-3468
role-1409,user-5902
role-1410,user-3468
role-1410,user-7058
role-1411,user-5975
role-1411,user-3468
role-1412,user-4609
role-1413,user-3023
role-1413,#N/A
role-1414,user-6742
role-1414,user-4130
role-1414,user-5807
role-1415,#N/A
role-1416,user-3316
role-1416,user-1129
role-1417,user-6742
role-1417,user-5807
role-1418,#N/A
role-1419,user-6845
role-1419,#N/A
role-1420,#N/A
role-1420,user-6845
role-1421,#N/A
role-1422,#N/A
role-1423,#N/A
role-1424,#N/A
role-1425,#N/A
role-1426,#N/A
role-1427,#N/A
role-1428,#N/A
role-1429,#N/A
role-1430,#N/A
role-1431,#N/A
role-1432,#N/A
role-1433,user-3775
role-1434,#N/A
role-1435,user-263
role-1435,user-6998
role-1436,#N/A
role-1436,user-5821
role-1436,user-1966
role-1437,#N/A
role-1437,user-3037
role-1437,user-5632
role-1437,user-570
role-1437,user-1426
role-1438,user-1017
role-1438,user-985
role-1439,user-5786
role-1439,user-1388
role-1439,#N/A
role-1439,user-5774
role-1439,user-3083
role-1440,user-114
role-1440,user-1388
role-1440,user-5774
role-1441,#N/A
role-1441,user-6154
role-1442,user-4969
role-1442,user-5163
role-1443,user-102
role-1443,user-50
role-1444,#N/A
role-1444,user-6884
role-1445,user-6626
role-1445,#N/A
role-1446,user-6626
role-1446,#N/A
role-1447,#N/A
role-1448,#N/A
role-1449,user-1283
role-1449,user-4416
role-1449,user-6560
role-1450,user-1283
role-1450,user-4416
role-1450,user-6560
role-1451,user-1283
role-1451,user-4416
role-1451,user-6560
role-1452,user-1283
role-1452,user-4416
role-1452,user-6560
role-1453,user-1283
role-1453,user-4416
role-1453,user-6560
role-1454,#N/A
role-1455,#N/A
role-1456,user-156
role-1456,user-1853
role-1456,user-2
role-1457,user-4468
role-1457,user-856
role-1458,user-71
role-1458,user-856
role-1459,user-4468
role-1459,user-856
role-1460,#N/A
role-1461,user-2543
role-1461,user-4326
role-1462,user-6646
role-1462,#N/A
role-1463,user-4301
role-1464,user-3793
role-1464,user-4468
role-1465,user-3793
role-1465,user-4468
role-1466,user-3793
role-1466,user-4468
role-1467,user-3793
role-1467,user-4468
role-1468,user-3793
role-1468,user-4468
role-1469,user-3793
role-1469,user-4468
role-1470,user-3793
role-1470,user-4468
role-1471,user-3793
role-1471,user-4468
role-1472,user-3793
role-1472,user-4468
role-1473,user-3793
role-1473,user-4468
role-1474,user-3793
role-1474,user-4468
role-1475,user-3793
role-1475,user-4468
role-1476,user-6884
role-1476,#N/A
role-1476,user-6626
role-1477,user-6884
role-1477,#N/A
role-1477,user-6626
role-1478,#N/A
role-1478,user-5562
role-1478,user-1294
role-1479,#N/A
role-1480,#N/A
role-1480,user-2725
role-1481,user-3337
role-1481,#N/A
role-1482,user-2682
role-1482,#N/A
role-1482,user-3983
role-1482,user-937
role-1482,user-1239
role-1482,user-2070
role-1482,user-3186
role-1482,user-16
role-1483,#N/A
role-1483,user-5734
role-1484,#N/A
role-1485,user-5786
role-1486,#N/A
role-1487,#N/A
role-1488,#N/A
role-1489,#N/A
role-1490,#N/A
role-1491,user-2520
role-1491,user-5666
role-1491,user-1599
role-1491,user-6971
role-1492,#N/A
role-1493,#N/A
role-1494,#N/A
role-1495,#N/A
role-1496,user-4987
role-1496,#N/A
role-1497,user-6626
role-1498,#N/A
role-1498,user-6626
role-1498,user-6884
role-1499,#N/A
role-1499,user-6884
role-1500,user-6626
role-1500,user-7163
role-1501,#N/A
role-1502,#N/A
role-1503,#N/A
role-1504,#N/A
role-1505,#N/A
role-1506,#N/A
role-1507,#N/A
role-1508,#N/A
role-1509,#N/A
role-1510,#N/A
role-1511,#N/A
role-1512,user-2550
role-1512,user-105
role-1513,#N/A
role-1513,user-4686
role-1514,#N/A
role-1515,#N/A
role-1515,user-623
role-1515,user-3274
role-1516,user-3793
role-1517,user-4810
role-1517,user-5562
role-1518,user-2
role-1518,user-1853
role-1518,user-570
role-1519,user-1426
role-1519,user-570
role-1520,#N/A
role-1520,user-5873
role-1520,user-6154
role-1520,user-6845
role-1521,user-6742
role-1521,user-4130
role-1522,user-3468
role-1522,user-7058
role-1522,user-5902
role-1523,#N/A
role-1524,user-2511
role-1524,user-3728
role-1524,user-1794
role-1525,user-2456
role-1525,user-1959
role-1525,user-4954
role-1525,user-985
role-1526,#N/A
role-1527,user-5072
role-1528,user-337
role-1528,user-370
role-1529,user-5786
role-1529,user-6646
role-1529,user-114
role-1530,#N/A
role-1530,user-1294
role-1530,user-263
role-1531,#N/A
role-1531,user-5734
role-1532,#N/A
role-1532,user-5821
role-1532,user-1294
role-1533,#N/A
role-1534,#N/A
role-1535,#N/A
role-1536,#N/A
role-1537,#N/A
role-1538,#N/A
role-1538,user-6374
role-1538,user-1426
role-1539,#N/A
role-1540,#N/A
role-1541,user-156
role-1541,user-96
role-1541,user-60
role-1541,user-177
role-1542,user-6737
role-1542,#N/A
role-1542,user-1988
role-1543,#N/A
role-1543,user-6658
role-1544,user-4546
role-1544,user-4321
role-1545,user-4546
role-1545,user-4321
role-1546,#N/A
role-1546,user-5266
role-1547,user-5786
role-1547,user-3031
role-1548,user-156
role-1548,user-96
role-1548,user-38
role-1549,user-4409
role-1549,user-6845
role-1550,#N/A
role-1550,user-156
role-1550,user-5765
role-1551,#N/A
role-1551,user-2397
role-1551,user-3009
role-1551,user-2624
role-1551,user-1948
role-1552,#N/A
role-1552,user-2397
role-1552,user-3009
role-1552,user-2624
role-1552,user-1948
role-1553,#N/A
role-1554,user-2883
role-1554,user-2420
role-1555,user-2883
role-1555,user-2420
role-1556,user-2883
role-1556,user-2420
role-1557,user-2883
role-1557,user-2420
role-1558,user-3793
role-1558,user-1760
role-1559,user-3793
role-1559,user-1760
role-1560,user-3793
role-1560,user-1760
role-1561,user-3793
role-1561,user-1760
role-1562,user-60
role-1562,user-5821
role-1563,user-60
role-1563,user-5821
role-1564,user-2312
role-1564,user-6761
role-1565,user-2464
role-1566,user-2464
role-1567,user-2464
role-1568,user-172
role-1568,user-985
role-1569,user-1017
role-1569,user-164
role-1569,user-985
role-1570,user-172
role-1570,user-985
role-1570,user-1017
role-1571,user-1401
role-1572,user-3793
role-1573,user-784
role-1573,user-5340
role-1574,user-1017
role-1574,user-164
role-1574,user-985
role-1575,user-1017
role-1575,user-164
role-1575,user-985
role-1576,user-2682
role-1577,#N/A
role-1578,user-172
role-1578,user-216
role-1578,user-1959
role-1578,user-985
role-1578,user-1017
role-1578,user-385
role-1579,user-6373
role-1579,user-5562
role-1580,user-6373
role-1580,user-5562
role-1581,user-2506
role-1581,user-3403
role-1581,user-3592
role-1581,user-1737
role-1582,#N/A
role-1583,user-2682
role-1583,user-2070
role-1583,#N/A
role-1584,user-2506
role-1584,user-3403
role-1584,user-3592
role-1584,user-1737
role-1584,user-4468
role-1585,user-2683
role-1585,user-6485
role-1586,user-2837
role-1586,user-6485
role-1587,user-2837
role-1587,user-6485
role-1588,user-415
role-1588,user-186
role-1589,#N/A
role-1590,#N/A
role-1590,user-3009
role-1590,user-2624
role-1591,#N/A
role-1591,user-3009
role-1591,user-2624
role-1592,user-6009
role-1592,#N/A
role-1592,user-2397
role-1593,user-6009
role-1593,#N/A
role-1593,user-2397
role-1594,user-2837
role-1594,user-2683
role-1595,#N/A
role-1595,user-1569
role-1596,#N/A
role-1597,user-1788
role-1597,#N/A
role-1598,user-2428
role-1599,#N/A
role-1599,user-1950
role-1600,user-510
role-1600,user-3158
role-1601,#N/A
role-1601,user-2830
role-1602,#N/A
role-1603,user-5643
role-1603,user-1698
role-1604,#N/A
role-1604,user-6861
role-1605,#N/A
role-1606,#N/A
role-1607,user-4042
role-1607,user-5220
role-1608,user-4371
role-1608,#N/A
role-1609,user-2682
role-1609,user-2070
role-1609,#N/A
role-1610,user-2049
role-1610,user-6429
role-1611,user-3793
role-1611,user-1747
role-1611,user-5211
role-1612,user-2520
role-1612,user-1558
role-1612,user-1599
role-1613,#N/A
role-1613,user-5666
role-1613,user-1599
role-1613,user-6971
role-1613,user-2520
role-1613,user-3940
role-1614,#N/A
role-1615,#N/A
role-1616,user-2708
role-1616,user-1439
role-1617,user-2708
role-1617,user-2595
role-1618,user-2708
role-1618,user-1439
role-1619,user-2708
role-1619,user-1439
role-1620,user-2312
role-1620,user-26
role-1621,user-156
role-1621,user-96
role-1622,user-44
role-1622,user-2464
role-1622,user-1790
role-1623,#N/A
role-1624,#N/A
role-1625,user-263
role-1625,user-60
role-1625,user-1294
role-1626,#N/A
role-1626,user-1210
role-1626,user-3116
role-1627,user-6429
role-1627,user-4418
role-1628,#N/A
role-1629,#N/A
role-1630,user-314
role-1630,user-5278
role-1631,user-2682
role-1631,user-16
role-1631,#N/A
role-1632,user-4468
role-1632,user-1594
role-1633,user-4468
role-1633,user-1594
role-1634,user-4468
role-1634,user-1594
role-1635,user-4468
role-1635,user-1594
role-1636,user-4468
role-1636,user-1594
role-1637,user-4468
role-1637,user-1594
role-1638,user-4468
role-1638,user-71
role-1639,user-4468
role-1639,user-71
role-1640,user-4468
role-1640,user-71
role-1641,user-4468
role-1641,user-71
role-1642,user-4468
role-1642,user-71
role-1643,user-4468
role-1643,user-71
role-1644,user-4468
role-1644,user-71
role-1645,user-4468
role-1645,user-71
role-1646,user-4468
role-1646,user-71
role-1647,user-2830
role-1647,user-7160
role-1648,#N/A
